"","Publication Type","Authors","Author Full Names","Article Title","Source Title","Language","Document Type","Author Keywords","Keywords Plus","Abstract","Addresses","Reprint Addresses","Times Cited, All Databases","Since 2013 Usage Count","Publisher","Publisher City","Publisher Address","Publication Date","Publication Year","Volume","Issue","Part Number","Special Issue","Meeting Abstract","Start Page","End Page","Article Number","DOI","Number of Pages","Research Areas","Open Access Designations","Date of Export"
"281","J","Reed, DC; Ebeling, AW; Anderson, TW; Anghera, M","Reed, DC; Ebeling, AW; Anderson, TW; Anghera, M","Differential reproductive responses to fluctuating resources in two seaweeds with different reproductive strategies","ECOLOGY","English","Article","algae; C/N ratio; El Nino; germination; kelp; Macrocystis pyrifera; Pterygophora californica; reproductive allocation; resource availability; seasonality; spore production; viability","KELP MACROCYSTIS-PYRIFERA; PTERYGOPHORA-CALIFORNICA LAMINARIALES; GIANT-KELP; EL-NINO; CHEMICAL-COMPOSITION; LIFE-HISTORY; SOUTHERN; GROWTH; PATTERNS; ECOLOGY","Reproduction is closely tied to environmental conditions and the availability of resources, and thus typically varies with season. Consequently, perennial organisms that reproduce continuously are generally restricted to tropical regions with relatively aseasonal climates. The temperate marine alga Macrocystis pyrifera is a rare exception in this regard, as most individuals reproduce throughout the year in a seasonally variable habitat. Here we measure reproductive responses of the giant kelp Mncrocystis during a period in which resources and environmental conditions fluctuated greatly and contrast these responses with those of the palm kelp, Pterygophora californica, a sympatric species that exhibits strictly seasonal reproduction. The quantity and quality of spore production tracked resource availability within and among years for Macrocystis, but not for Pterygophora. Reproductive allocation and spore standing stock in Macrocystis were negatively correlated with seawater temperature and positively correlated with the nitrogen content of adult plants. Macrocystis generally displayed two seasonally distinct peaks in spore production per year (winter and spring). The only disruption of this pattern coincided with a warmwater El Nino event. Although seawater temperature and the nitrogen content of adults were inversely related in Pterygophora, neither variable was significantly correlated with the quantity or quality of spore production in this species. Unlike Mncrocystis, Pterygophora exhibited a well-defined reproductive season in which plants displayed a single broad peak in spore production that varied little in timing and magnitude among years, even during El Nino conditions. Spore C/N ratios remained relatively constant over time in both species, despite large seasonal fluctuations in C/N ratios of vegetative tissue of adults plants. Nonetheless, spore C/N ratios were positively correlated with seawater temperature in Macrocystis but not in Pterygophora. Spore viability (swimming and germination) varied considerably, and often unpredictably, over time for both species. Our results support the general idea that environmental conditions and resources exert a much greater influence on the quantity and quality of reproduction in species that reproduce continuously than on the majority of species that are strictly seasonal in onset of reproduction The differential responses of Macrocystis and Pterygophora may reflect their different morphologies and life-spans. Macrocystis is relatively short lived and may ''hedge its bets'' by reproducing continuously rather than risk delaying reproduction. Conversely, since Pterygophora lives much longer, plants can afford to release spores only during times when the chances for reproductive success are predictably greatest because these plants are likely to reproduce again in subsequent years.",NA,"Reed, DC (corresponding author), UNIV CALIF SANTA BARBARA, INST MARINE SCI, SANTA BARBARA, CA 93106 USA.",66,29,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","JAN",1996,77,"1",NA,NA,NA,300,"316",NA,"10.2307/2265679",17,"Environmental Sciences & Ecology",NA,"2021-05-12"
"282","J","MIHUC, TB; MINSHALL, GW","MIHUC, TB; MINSHALL, GW","TROPHIC GENERALISTS VS TROPHIC SPECIALISTS - IMPLICATIONS FOR FOOD-WEB DYNAMICS IN POSTFIRE STREAMS","ECOLOGY","English","Article","FOOD WEB; MACROINVERTEBRATE; RESOURCE UTILIZATION; ROCKY MOUNTAIN STREAM; TROPHIC GENERALISTS VS TROPHIC SPECIALISTS; WILDFIRE","BENTHIC INVERTEBRATES; MICRODISTRIBUTION; ECOSYSTEMS; INSECTS; RIVER","The trophic ecology of 11 benthic macroinvertebrate taxa found in Cache Creek, Yellowstone National Park (YNP) was studied to determine if burned organic matter is an important resource and how resource utilization patterns may be altered in post-fire streams. Laboratory food quality experiments were conducted to determine the growth response of each species when grown on several resource types: burned organic matter, periphyton, unburned coarse particulate material (CPM), and unburned fine particulate material (FPM). The central hypothesis of this research was that benthic macroinvertebrates cannot use burned organic matter as a resource. A secondary hypothesis was that some benthic macroinvertebrates are facultative in trophic function, with the ability to use both allochthonous and autochthonous resources for growth. Of the 11 taxa studied, only one (Paraleptophlebia heteronea) could grow on burned organic matter as a resource, indicating that post-fire food webs probably do not exhibit major shifts in resource utilization to burned material. Two species were generalist detritivores (P. heteronea, Ameletus cooki) able to use both natural FPM and CPM resources. Two species were specialist detritivores (Oligophlebodes sigma, Ephemerella infrequens) growing only on unburned CPM resources, and two (Cinygmula mimus, Epeorus albertae) were specialist herbivores utilizing only periphyton. Five species were generalist herbivore-detritivores (Baetis bicaudatus, Drunella doddsi, D. coloradensis, D. spinifera, Zapada columbiana), exhibiting growth on both detritus and periphyton resources. Based on the experimental results, trophic generalists are common food web components in Yellowstone streams. Two Of the most abundant benthic macroinvertebrates during postfire recovery, B. bicaudatus and Z. columbiana, were trophic generalists, indicating that some generalists may be disturbance adapted. In this study, published functional feeding group classification did not indicate obligate resource utilization (growth on only one resource type) for most taxa studied. Comparison of a food web for Cache Creek based on functional feeding group classification and one based on the results of this study indicates that the inclusion of generalists in the web results in a more realistic approximation of food web relationships such as the link-species scaling law. Our results suggest that future research should include spatial and temporal aspects of resource switching and generalist resource utilization by individual lotic primary consumers.","IDAHO STATE UNIV,DEPT BIOL SCI,CTR STREAM ECOL,POCATELLO,ID 83209",NA,89,33,"ECOLOGICAL SOC AMER","TEMPE","ARIZONA STATE UNIV CENTER ENVIRONMENTAL STUDIES, TEMPE, AZ 85287","DEC",1995,76,"8",NA,NA,NA,2361,"2372",NA,"10.2307/2265813",12,"Environmental Sciences & Ecology",NA,"2021-05-12"
"283","J","WITH, KA; CRIST, TO","WITH, KA; CRIST, TO","CRITICAL THRESHOLDS IN SPECIES RESPONSES TO LANDSCAPE STRUCTURE","ECOLOGY","English","Article","CRITICAL THRESHOLDS; HABITAT FRAGMENTATION; LANDSCAPE ECOLOGY; NEUTRAL MODELS; PERCOLATION THEORY; POPULATION DISTRIBUTIONS; SIMULATION MODELING","POPULATION-DYNAMICS; GRASSHOPPERS ORTHOPTERA; SPATIAL-DISTRIBUTION; DEMOGRAPHIC-MODELS; ENVIRONMENTS; PATTERNS; ACRIDIDAE; MOVEMENTS; SURVIVAL; SINKS","Critical thresholds are transition ranges across which small changes in spatial pattern produce abrupt shifts in ecological responses. Habitat fragmentation provides a familiar example of a critical threshold. As the landscape becomes dissected into smaller parcels of habitat, landscape connectivity-the functional linkage among habitat patches-may suddenly become disrupted, which may have important consequences for the distribution and persistence of populations. Landscape connectivity depends not only on the abundance and spatial patterning of habitat, but also on the habitat specificity and dispersal abilities of species. Habitat specialists with limited dispersal capabilities presumably have a much lower threshold to habitat fragmentation than highly vagile species, which may perceive the landscape as functionally connected across a greater range of fragmentation severity. To determine where threshold effects in species' responses to landscape structure are likely to occur, we developed a simulation model modified from percolation theory. Our simulations predicted the distributional patterns of populations in different landscape mosaics? which we tested empirically using two grasshopper species (Orthoptera: Acrididae) that occur in the shortgrass prairie of north-central Colorado. Increasing degree of habitat specialization and dispersal range of a species enhanced the level of aggregation-the degree of clumping exhibited by the population-in our simulations. The landscape threshold at which populations became aggregated was affected by dispersal range for habitat generalists, but not for habitat specialists. Habitat specialists exhibited aggregated populations when preferred habitat occupied <40% of the landscape. Habitat generalists with good dispersal abilities occurred as aggregated populations when <35% of the landscape contained suitable habitat; habitat generalists with limited dispersal only formed patchy distributions when the preferred habitat was a minor (20%) proportion of the habitat. In field tests, a large species of grasshopper (Xanthippus corallipes Haldeman) exhibited reduced rates of travel in two microhabitats that together comprised 35% of a grassland mosaic; a smaller species (Psoloessa delicatula Scudder) had the highest residence time in a rare microhabitat that occurred in only 8% of the landscape. On the basis of our simulation results, we predicted that the large species would be patchily distributed because the abundance of its associated habitat is at the critical threshold. The small species should be unable to aggregate, given the rarity of habitat for which it has an affinity, and thus should be randomly distributed across the landscape. The distribution of these two species in this grassland mosaic matched the predictions from our simulations. By providing quantitative predictions of threshold effects, this modelling approach may prove useful in the formulation of conservation strategies and assessment of land-use changes on species' distributional patterns and persistence.","OAK RIDGE NATL LAB, DIV ENVIRONM SCI, OAK RIDGE, TN 37831 USA; COLORADO STATE UNIV, DEPT BIOL, FT COLLINS, CO 80523 USA",NA,536,217,"ECOLOGICAL SOC AMER","WASHINGTON","1990 M STREET NW, STE 700, WASHINGTON, DC 20036 USA","DEC",1995,76,"8",NA,NA,NA,2446,"2459",NA,"10.2307/2265819",14,"Environmental Sciences & Ecology",NA,"2021-05-12"
"284","J","JENKINS, SH; ROTHSTEIN, A; GREEN, WCH","JENKINS, SH; ROTHSTEIN, A; GREEN, WCH","FOOD HOARDING BY MERRIAMS KANGAROO RATS - A TEST OF ALTERNATIVE HYPOTHESES","ECOLOGY","English","Article","CACHING; COMPETITION; DESERT RODENTS; DIPODOMYS; FOOD HOARDING; KANGAROO RATS; LARDERHOARDING; MULTIPLE HYPOTHESES; SCATTERHOARDING; STRONG INFERENCE","OPTIMAL-DENSITY MODEL; DESERT RODENT; DIPODOMYS-MERRIAMI; CLARK NUTCRACKER; WHITEBARK PINE; SEEDS; SQUIRRELS; BEHAVIOR; ECOLOGY; SPECTABILIS","Merriam's kangaroo rats (Dipodomys merriami) store seeds in burrows (larderhoarding) and in small clumps in shallow holes dug in the soil (scatterhoarding). We used a large laboratory arena with an artificial burrow for larderhoarding and four sand-filled compartments for scatterhoarding to test several alternative hypotheses about spatial patterns of food caching. The hypotheses were that kangaroo rats prefer to (1) larderhoard seeds in burrows, (2) scatterhoard seeds near burrows, (3) scatterhoard seeds away from burrows, (4) scatterhoard seeds near food sources, or (5) make widely spaced scatterhoards. Three treatments that differed in the distance between the burrow and food source were used to discriminate among hypotheses (2) through (4). There was a substantial amount of variation among individuals in proportion of seeds that were larderhoarded. Subjects initially scatterhoarded seeds close to the food source, but distributed caches more evenly among caching compartments as trials progressed. Increased evenness of cache distribution resulted from harvesting and repositioning of extant caches as well as selective placement of new caches. Initial caching close to food may be adaptive by maximizing harvest rates during flushes of seed production and making seeds unavailable to non-digging competitors (birds and ants). Subsequent redistribution of caches may make them less available to other rodents that locate buried seeds by smell and use area-restricted search to find closely spaced scatterhoards.",NA,"JENKINS, SH (corresponding author), UNIV NEVADA,DEPT BIOL,RENO,NV 89557, USA.",80,22,"ECOLOGICAL SOC AMER","TEMPE","ARIZONA STATE UNIV CENTER ENVIRONMENTAL STUDIES, TEMPE, AZ 85287","DEC",1995,76,"8",NA,NA,NA,2470,"2481",NA,"10.2307/2265821",12,"Environmental Sciences & Ecology",NA,"2021-05-12"
"285","J","SAKAI, AK; WAGNER, WL; FERGUSON, DM; HERBST, DR","SAKAI, AK; WAGNER, WL; FERGUSON, DM; HERBST, DR","ORIGINS OF DIOECY IN THE HAWAIIAN FLORA","ECOLOGY","English","Article","AUTOCHTHONOUS EVOLUTION; BREEDING SYSTEMS; COLONISTS; DIMORPHISM; DIOECY; ENDEMISM; EVOLUTION OF PLANT BREEDING SYSTEMS; GYNODIOECY; HAWAIIAN ISLANDS; ISLANDS; LONG-DISTANCE DISPERSAL OF PLANTS; SEXUAL DIMORPHISM OF FLOWERS","NEW-ZEALAND; SEED PLANTS; EVOLUTION; COMPOSITAE; MADIINAE; ISLANDS; BIOLOGY","Because of its presumed high levels of dioecy (separate male and female plants), study of the native Hawaiian angiosperm flora has been important in development of many hypotheses about conditions favoring the evolution of dioecy. The importance of ecological correlates with dioecy has proven difficult to assess, however, because of lack of data on the origins of dioecy in the Hawaiian Islands. Clearly, these correlations are of greater interest in taxa where dioecy evolved in the Hawaiian Islands (autochthonous evolution of dioecy) than in taxa that are the result of dioecious colonists with subsequent speciation in the Hawaiian Islands. Because the Hawaiian flora is small and extremely isolated, colonists can be identified and their breeding systems hypothesized, thus allowing inferences on the origins of dioecy. Using current taxonomic information, the incidence of dioecy in native Hawaiian angiosperm species is 14.7%, lower than previous estimates, but still the highest of any known flora worldwide. Ten percent of the colonists were sexually dimorphic (dioecious, gynodioecious, polygamodioecious, and subdioecious), and over half (55.2%) of current dimorphic species are in lineages arising from dimorphic colonists, showing that dimorphism is high in part because colonists were dimorphic. Autochthonous evolution of dimorphism occurred in at least 12 lineages (e.g., hermaphroditic colonists of Bidens (Asteraceae), the Hawaiian Alsinoideae (Caryophyllaceae), and Hedyotis (Rubiaceae) led to species-rich lineages that include many dimorphic species). One-third (31.8%) of current dimorphic species are in lineages arising from monomorphic colonists. Dioecy in the Hawaiian Islands is a result of both dimorphic colonists as well as evolution of dioecy in Hawaiian lineages from hermaphroditic colonists. The high incidence of dimorphism is not because dimorphic colonists evolved more species per colonist than monomorphic colonists. Detailed studies of individual lineages are critical to elucidate causal factors in the evolution of dioecy.","USA,CORPS ENGINEERS,FT SHAFTER,HI 96858; SMITHSONIAN INST,NATL MUSEUM NAT HIST,DEPT BOT,WASHINGTON,DC 20560","SAKAI, AK (corresponding author), UNIV CALIF IRVINE,DEPT ECOL & EVOLUTIONARY BIOL,IRVINE,CA 92717, USA.",138,44,"ECOLOGICAL SOC AMER","TEMPE","ARIZONA STATE UNIV CENTER ENVIRONMENTAL STUDIES, TEMPE, AZ 85287","DEC",1995,76,"8",NA,NA,NA,2517,"2529",NA,"10.2307/2265825",13,"Environmental Sciences & Ecology",NA,"2021-05-12"
"286","J","SAKAI, AK; WAGNER, WL; FERGUSON, DM; HERBST, DR","SAKAI, AK; WAGNER, WL; FERGUSON, DM; HERBST, DR","BIOGEOGRAPHICAL AND ECOLOGICAL CORRELATES OF DIOECY IN THE HAWAIIAN FLORA","ECOLOGY","English","Article","ANGIOSPERMS; BIOGEOGRAPHY OF PLANT BREEDING SYSTEMS; BREEDING SYSTEMS; DIOECY; ECOLOGICAL CORRELATES OF DIOECY; ENDEMISM; EVOLUTION OF PLANT BREEDING SYSTEMS; GYNODIOECY; HAWAIIAN ISLANDS; ISLAND BIOGEOGRAPHY; ISLANDS; LONG-DISTANCE DISPERSAL OF PLANTS; SEXUAL DIMORPHISM OF FLOWERS","SEXUAL SELECTION; SEED PLANTS; BREEDING SYSTEMS; FLOWERING PLANTS; NEW-ZEALAND; EVOLUTION; POLLINATION; ISLANDS; FOREST; CARYOPHYLLACEAE","The angiosperm flora of the Hawaiian Islands, with its high incidence of dioecy, has been central in development of hypotheses about the evolution of dioecy. Based on a recent taxonomic treatment of the Hawaiian angiosperm flora, we analyzed biogeographic patterns of dioecy as well as the association of dioecy with ecological traits potentially important in the evolution of dioecy for native current species and genera. We also analyzed patterns for presumed colonists of the flora to control better for phylogenetic patterns in these traits. Dioecy is associated with woodiness, especially trees; however, this pattern does not hold for gynodioecy. Within woody species, dimorphism (dioecy, gynodioecy, subdioecy, polygamodioecy) is associated with mesic habitats and occurs more frequently in species with lowland and lowland-montane distributions. In contrast, in the endemic Hawaiian Alsinoideae (Schiedea and Alsinidendron) and in Bidens (two groups with autochthonous evolution of dimorphism), dimorphism is associated with more xeric habitats, and for the former group, with wind pollination. For the entire angiosperm flora, dimorphic species are associated with flowers that are small and green. Woody dioecious species and genera are disproportionately associated with wind pollination; hermaphroditic species are disproportionately bird pollinated primarily because of one species-rich lineage in the Campanulaceae. There was no association of dimorphism and pollinator type for colonists. Because of a few species-rich lineages, dimorphism is associated with dry fruits at the specific level, but at the generic level and for colonists, dimorphism is associated with fleshy fruits. Dioecious and gynodioecious species are found more often on older islands, a result of speciation of dimorphic colonists as well as autochthonous evolution of dimorphism. Single-island endemism is not associated with dioecy in the flora as a whole or with dimorphism within lineages evolving dimorphism autochthonously; thus Baker's law is not supported within the Hawaiian Islands. Because the Hawaiian angiosperm flora originated from a minimum of only 291 colonists, many of the associations of dimorphism with ecological traits occur because of the influence of only a few species-rich lineages. Better knowledge of phylogenetic patterns and further ecological studies, particularly within those groups evolving dioecy autochthonously, are needed to determine causality.","USA, CORPS ENGINEERS, FT SHAFTER, HI 96858 USA; SMITHSONIAN INST, NATL MUSEUM NAT HIST, DEPT BOT, WASHINGTON, DC 20560 USA","SAKAI, AK (corresponding author), UNIV CALIF IRVINE, DEPT ECOL & EVOLUTIONARY BIOL, IRVINE, CA 92717 USA.",111,38,"ECOLOGICAL SOC AMER","WASHINGTON","1990 M STREET NW, STE 700, WASHINGTON, DC 20036 USA","DEC",1995,76,"8",NA,NA,NA,2530,"2543",NA,"10.2307/2265826",14,"Environmental Sciences & Ecology",NA,"2021-05-12"
"287","J","HAMMOND, DS; BROWN, VK","HAMMOND, DS; BROWN, VK","SEED SIZE OF WOODY-PLANTS IN RELATION TO DISTURBANCE, DISPERSAL, SOIL TYPE IN WET NEOTROPICAL FORESTS","ECOLOGY","English","Article","DISPERSAL MODE; GUYANA; PANAMA; PENT; SEED SIZE; SOIL; TREEFALL GAPS","TROPICAL RAIN-FOREST; ESTABLISHMENT CONDITIONS; VIROLA-SURINAMENSIS; GROWTH FORM; TREES; ECOLOGY; HERBIVORY; DIVERSITY; SURVIVAL; PATTERNS","Fresh and dry masses of seeds of woody species collected at Mabura Hill, Guyana were evaluated according to dispersal mode, gap size preference, and soil type. Data published for woody species from Manu, Peru and Barro Colorado Island (BCI), Panama were analyzed by dispersal mode and gap size preference for comparison. Larger seeds at the three sites were significantly associated with canopy or emergent trees or lianas that are dispersed by mammals or gravity and recruit best in small gaps. Variation in seed size, after accounting for the effects of plant height and life-form, could be explained by dispersal mode (Mabura Hill: 22%, Manu: 14%, BCI: 26%) and gap size preference (Mabura Hill: 9%, Manu: 7%, BCI: 11%). Soil type preference, analyzed only for Mabura Hill, was not associated with seed size. Mean seed size at Mabura Hill was significantly larger than at Manu or BCI. Short-term successional processes may explain the variation of seed size within sites; dispersal mode is particularly important in defining seed size selection during a the successional process. However, short-term successional processes cannot explain the variation of seed size among sites. It is suggested that this variation may be attributed to differences in the effects of larger-scale variations in soils and disturbance on seed size among the three sites.","UNIV LONDON IMPERIAL COLL SCI & TECHNOL, DEPT BIOL, ASCOT SL5 7PY, BERKS, ENGLAND",NA,154,28,"WILEY","HOBOKEN","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","DEC",1995,76,"8",NA,NA,NA,2544,"2561",NA,"10.2307/2265827",18,"Environmental Sciences & Ecology",NA,"2021-05-12"
"288","J","BELLINGHAM, PJ; TANNER, EVJ; HEALEY, JR","BELLINGHAM, PJ; TANNER, EVJ; HEALEY, JR","DAMAGE AND RESPONSIVENESS OF JAMAICAN MONTANE TREE SPECIES AFTER DISTURBANCE BY A HURRICANE","ECOLOGY","English","Article","DISTURBANCE REGIME; GROWTH RATES; HURRICANE; JAMAICA; MONTANE TREES; MORTALITY; RECRUITMENT; TROPICAL FORESTS","LUQUILLO-EXPERIMENTAL-FOREST; TROPICAL RAIN-FOREST; PUERTO-RICO; ECOLOGICAL CONSEQUENCES; VEGETATION DYNAMICS; NEW-HAMPSHIRE; WIND DAMAGE; GROWTH; USA; STABILITY","A severe hurricane affected Jamaican montane rain forests in 1988. We made local and widespread measurements of tree condition in three periods: prehurricane 1974-1984 (preh.); hurricane 1984-1989 (h.); and post-hurricane 1989-1992 (post-h.). In the h. period, 7.22% of stems and 4.72% of the total basal area died; crown loss was the most frequent cause of mortality. Among individual tree species, the hurricane caused a large range in mortality (0-26%) and non-fatal damage. Post-h. mortality was greater than mortality in the h. period, and varied among species. Post-h. stem growth rates (all species combined) were more than double the prehurricane rates, but species showed a considerable range from no significant increase to eight times greater. We classified 20 common tree species using damage scores (normalized h. mortality, plus normalized change in mortality from preh. to post-h., plus normalized complete crown loss in h.) and response scores (normalized change, preh. to post-h., in recruitment to the greater than or equal to 3 cm dbh size class, plus normalized change in growth rate from preh. to post-h., plus normalized frequency of sprouts). Species were assigned to one of four groups: resistant (11 species), with low damage and low response; susceptible (5 species), with high damage and low response; resilient(1 species), with high damage and high response; and usurpers (3 species), with low damage and high responsiveness. The grouping of species was broadly related to their regeneration requirements. Most species with seedlings usually found under closed canopy were resistant; three of the four species with seedlings usually found on landslides were also resistant. Species with seedlings most frequently found in gaps included resilient, susceptible, and usurper species, but were not usually resistant. It is likely that the three species classified as usurpers will increase their relative abundance in the forest in the next decades and that Cyathea pubescens, which was very susceptible, will decrease in relative abundance of adults. Most of the other species are likely to have small changes in their relative abundances. Thus, at present, hurricanes have few long-term effects on the forests, although a change in the disturbance regime may alter this.","UNIV CAMBRIDGE,DEPT PLANT SCI,CAMBRIDGE CB2 3EA,ENGLAND; UNIV COLL N WALES,SCH AGR & FOREST SCI,BANGOR LL57 2UW,GWYNEDD,WALES",NA,128,27,"ECOLOGICAL SOC AMER","TEMPE","ARIZONA STATE UNIV CENTER ENVIRONMENTAL STUDIES, TEMPE, AZ 85287","DEC",1995,76,"8",NA,NA,NA,2562,"2580",NA,"10.2307/2265828",19,"Environmental Sciences & Ecology",NA,"2021-05-12"
"289","J","CLARK, DA; CLARK, DB; SANDOVAL, R; CASTRO, MV","CLARK, DA; CLARK, DB; SANDOVAL, R; CASTRO, MV","EDAPHIC AND HUMAN EFFECTS ON LANDSCAPE-SCALE DISTRIBUTIONS OF TROPICAL RAIN-FOREST PALMS","ECOLOGY","English","Article","ASTROCARYUM; COSTA RICA; EDAPHIC VARIATION; EUTERPE; IRIARTEA; LANDSCAPE ECOLOGY; PALMS; PRESTOEA; SOCRATEA; SPATIAL HETEROGENEITY; TROPICAL MIN FOREST; WELFIA","CENTRAL AMAZONIA; SOIL FACTORS; PUERTO-RICO; VEGETATION; PATTERN; BRAZIL; COMMUNITY; SARAWAK; TREES","We studied the landscape-level spatial variation in distribution and abundance of seven species of canopy and subcanopy palms in a neotropical rain forest. Within 568 ha of nonswamp old-growth lowland forest at the La Selva Biological Station, Costa Rica, we sampled at 516 intersections of a reserve-wide grid to systematically assess the species' distributions across the major edaphic gradients. We found mosaics of community structure related to marked within-forest variability in both soil and topography. Total stem density of this guild varied with both edaphic factors. Steep sites had twice as many large palms (>10 m tall) per hectare than those on gentler topography or at lower slope positions. The combined density of subcanopy and canopy palms also varied significantly among soil types in the smallest size class (1-5 m tall), but not for larger individuals. Local (point) species richness of the subcanopy and canopy palms varied among soil types. Of the seven species, two (Astrocaryum alatum and A. confertum) were rare. All others showed significant edaphic variation in their distribution and/or estimated density. Two closely related species had strong and opposite edaphic associations. Euterpe macrospadix was biased toward steep topography and less fertile sites. Prestoea decurrens was nearly ommipresent on soil types with gentle topography while absent from half the points on soils with steep slopes. Two other closely related species, Iriartea deltoidea and Socratea exorrhiza, while virtually omnipresent across soil types and topographic positions, showed marked reciprocal variation in density between related soils. Iriartea's spatial distribution further indicates local removal of this species from one sector of the old growth by human harvesting (with subsequent apparent ''release'' of Socratea in this site). The most abundant species, Welfia georgii, while present at all sample points, showed significant among-soil variation in density. This substructuring of the arborescent palm guild results from the interplay of edaphic variation and past human activity. These findings and evidence from other sites suggest that marked spatial heterogeneity in community structure, at small to large scales (0.5-10(3) ha), may be general among tropical wet forests. Study of the spatial scales and causes of this variability will produce a more robust understanding of these complex ecosystems.",NA,"CLARK, DA (corresponding author), LA SELVO BIOL STN,ORG TROP STUDIES,INTERLINK 341,POB 02-5635,MIAMI,FL 33152, USA.",152,30,"ECOLOGICAL SOC AMER","TEMPE","ARIZONA STATE UNIV CENTER ENVIRONMENTAL STUDIES, TEMPE, AZ 85287","DEC",1995,76,"8",NA,NA,NA,2581,"2594",NA,"10.2307/2265829",14,"Environmental Sciences & Ecology",NA,"2021-05-12"
"290","J","LAMAN, TG","LAMAN, TG","FICUS STUPENDA GERMINATION AND SEEDLING ESTABLISHMENT IN A BORNEAN RAIN-FOREST CANOPY","ECOLOGY","English","Article","BORNEO; CANOPY; FICUS; PIG; GERMINATION; HEMIEPIPHYTE; RAIN FOREST; SEEDLING ESTABLISHMENT","FIG; EPIPHYTES; ECOLOGY","Factors limiting seed germination and seedling establishment of the hemiepiphyte Ficus stupenda were investigated with two field experiments conducted in a Bornean rain forest canopy. In Experiment I, seeds of F. stupenda were planted in potential establishment sites averaging 31 m above the ground in each of 45 dipterocarp trees. Twenty seeds each were planted in a total of 336 sites. Germination, survivorship, and growth were monitored over 1 yr, and examined in relation to microsite and host tree characteristics. The presence of substrate with good moisture retention (soil, rotting wood, or moss) was the most important factor for germination. Such substrates were most frequently associated with knothole sites in the canopy, which had the highest level of establishment success. Seedling survival to 12 mo was low (1.3% of planted seeds), especially considering that the best available sites in each tree were selected. Only 0.04% of seedlings showed vigorous growth after 12 mo. A seed-harvesting ant in the genus Pheidole significantly reduced germination success, and herbivory and desiccation killed many seedlings at later stages. In Experiment 2, seedling growth in natural canopy sites was compared with growth of seedlings in artificial planter boxes raised into the canopy in order to assess the relative quality of canopy sites. Planters were superior to natural sites for seedling survivorship and supported much more rapid seedling growth with a positive response to light level. Higher growth rates in planters compared with natural sites showed that water stress appeared to be the critical factor limiting seedling growth in the canopy, even in this very wet climate. Sites in the canopy with the optimal combination of conditions for fig seedling establishment appear to be very scarce. Ficus population densities may be limited by both biotic and abiotic factors reducing early recruitment success.",NA,"LAMAN, TG (corresponding author), HARVARD UNIV,ARNOLD ARBORETUM,DEPT ORGANISM & EVOLUT BIOL,22 DIVIN AVE,CAMBRIDGE,MA 02138, USA.",77,13,"ECOLOGICAL SOC AMER","TEMPE","ARIZONA STATE UNIV CENTER ENVIRONMENTAL STUDIES, TEMPE, AZ 85287","DEC",1995,76,"8",NA,NA,NA,2617,"2626",NA,"10.2307/2265832",10,"Environmental Sciences & Ecology",NA,"2021-05-12"
"291","J","LERDAU, M; MATSON, P; FALL, R; MONSON, R","LERDAU, M; MATSON, P; FALL, R; MONSON, R","ECOLOGICAL CONTROLS OVER MONOTERPENE EMISSIONS FROM DOUGLAS-FIR (PSEUDOTSUGA-MENZIESII)","ECOLOGY","English","Article","ATMOSPHERIC CHEMISTRY; CARBON-NUTRIENT BALANCE HYPOTHESIS; CHEMICAL DEFENSE; DOUGLAS-FIR; GROWTH-DIFFERENTIATION BALANCE HYPOTHESIS; MONOTERPENE CONCENTRATION; MONOTERPENE EMISSION; NITROGEN AVAILABILITY; PHENOLOGY; PSEUDOTSUGA MENZIESII","CARBON NUTRIENT BALANCE; NITROGEN-FERTILIZATION; HETEROTHECA-SUBAXILLARIS; ISOPRENE EMISSION; RATE VARIABILITY; UNITED-STATES; PINE; FOREST; MODEL; ECOSYSTEMS","The roles of nitrogen availability and seasonality in controlling monoterpene concentration in and emission from Douglas-fir (Pseudotsuga menziesii) were examined in a greenhouse study. Plants were maintained at three nitrogen levels, and foliar nitrogen concentration, photosynthetic rate, monoterpene concentration, and monoterpene emission rate were measured over an entire phenological cycle, from before bud break in the spring through winter dormancy. Both nitrogen fertilization level and phenological stage affected the concentration of monoterpenes in the foliage. There was also a consistent linear relationship between monoterpene concentration and monoterpene emission. Out of the nitrogen-phenology-concentration and the concentration-emission relationships comes a predictable relationship between nitrogen, phenology and monoterpene emission, This relationship allows linkage between atmospheric chemical processes, such as ozone production, and ecological ones, such as leaf expansion. The results also demonstrate that theories on allocation to defense need to consider the phenological stage of the plant as well as the availability of resources.","STANFORD UNIV,STANFORD,CA 94305; NASA,AMES RES CTR,MOFFETT FIELD,CA 94035; UNIV COLORADO,BOULDER,CO 80309",NA,103,26,"ECOLOGICAL SOC AMER","TEMPE","ARIZONA STATE UNIV CENTER ENVIRONMENTAL STUDIES, TEMPE, AZ 85287","DEC",1995,76,"8",NA,NA,NA,2640,"2647",NA,"10.2307/2265834",8,"Environmental Sciences & Ecology",NA,"2021-05-12"
